Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color
Maruti Baleno,27.89,20.3,4,Hatchback,Electric,Automatic,Used,Family,Blue
Hyundai Creta,39.88,12.0,5,MUV,CNG,Automatic,Excellent,Family,Red
Hyundai Venue,8.36,20.4,7,Sedan,Diesel,Manual,Excellent,Luxury,White
Maruti Baleno,15.0,22.2,4,Hatchback,Petrol,Automatic,Used,Sporty,Red
Toyota Innova,26.73,24.4,7,SUV,Hybrid,Automatic,Excellent,Luxury,White
Tata Nexon,41.21,18.5,4,MUV,CNG,Manual,New,Luxury,Grey
Maruti Swift,32.22,26.4,7,Sedan,Petrol,Automatic,New,Family,Silver
Toyota Fortuner,21.46,16.6,7,MUV,CNG,Automatic,New,Luxury,Red
Maruti Baleno,4.14,13.0,5,Hatchback,CNG,Manual,New,Luxury,Silver
Kia Seltos,22.82,22.2,7,SUV,Electric,Automatic,Used,Family,Grey
Renault Triber,27.3,25.0,4,SUV,Hybrid,Automatic,Used,Luxury,Grey
Tata Nexon,37.17,26.8,4,Hatchback,Electric,Automatic,Used,Sporty,White
Renault Triber,22.84,21.3,4,SUV,Diesel,Automatic,New,Sporty,Red
Hyundai Venue,6.74,18.0,7,SUV,Hybrid,Manual,New,Family,Silver
Honda City,13.76,22.4,4,Hatchback,CNG,Manual,Excellent,Family,Blue
Maruti Swift,36.76,21.4,5,Sedan,Hybrid,Automatic,New,Sporty,White
Tata Nexon,11.93,23.0,4,SUV,Hybrid,Automatic,Excellent,Sporty,Black
Toyota Innova,10.43,17.1,5,SUV,CNG,Automatic,Excellent,Family,Blue
Tata Nexon,6.57,23.9,5,Hatchback,Electric,Automatic,Used,Luxury,Grey
Toyota Innova,23.73,11.4,5,Sedan,Electric,Manual,Excellent,Sporty,Red
Maruti Swift,6.08,13.0,4,SUV,Electric,Manual,Used,Luxury,Blue
Renault Triber,41.27,19.0,4,Sedan,Diesel,Automatic,New,Sporty,White
Kia Seltos,34.56,11.4,5,SUV,Diesel,Manual,Excellent,Sporty,Red
Honda City,5.21,25.0,7,MUV,Hybrid,Automatic,Used,Sporty,White
Mahindra Scorpio,14.58,24.0,7,Hatchback,CNG,Automatic,New,Family,Grey
Kia Seltos,9.32,22.2,4,SUV,Petrol,Manual,New,Sporty,Blue
Honda City,44.01,21.6,7,SUV,Diesel,Manual,New,Family,Black
Hyundai Venue,21.25,27.0,7,MUV,Petrol,Manual,Excellent,Sporty,Black
Hyundai Venue,5.79,19.3,4,Hatchback,Diesel,Automatic,Used,Family,White
Toyota Innova,11.79,24.7,7,MUV,Hybrid,Automatic,Excellent,Luxury,White
Renault Triber,28.16,25.1,7,MUV,Petrol,Manual,Excellent,Sporty,Silver
Toyota Fortuner,25.05,22.0,7,Sedan,Hybrid,Automatic,Excellent,Sporty,Red
Toyota Fortuner,32.42,14.4,5,SUV,Electric,Automatic,Excellent,Sporty,White
Renault Triber,31.71,18.0,7,Hatchback,Electric,Automatic,Excellent,Luxury,Silver
Tata Nexon,28.12,13.4,7,SUV,Electric,Automatic,New,Family,Grey
Mahindra Scorpio,8.2,26.0,7,Sedan,Petrol,Manual,New,Luxury,Silver
Maruti Baleno,15.65,25.7,7,Hatchback,Petrol,Automatic,New,Luxury,Red
Kia Seltos,29.83,19.0,7,SUV,Diesel,Manual,New,Sporty,Black
Maruti Swift,17.79,27.0,7,Sedan,Petrol,Manual,New,Family,Grey
Honda City,16.95,14.0,7,SUV,Diesel,Automatic,New,Family,Grey
Hyundai Creta,30.09,14.3,4,Hatchback,Diesel,Manual,New,Luxury,Black
Toyota Innova,22.7,23.1,7,MUV,Electric,Manual,Excellent,Family,Grey
Honda City,20.59,25.6,4,Hatchback,Hybrid,Automatic,Excellent,Sporty,Black
Renault Triber,5.74,13.9,7,Sedan,Hybrid,Automatic,Used,Sporty,Grey
Tata Nexon,40.94,16.7,4,Sedan,Electric,Manual,Excellent,Sporty,Red
Hyundai Venue,21.45,15.7,4,Hatchback,Diesel,Manual,Used,Sporty,Grey
Mahindra Scorpio,21.04,14.7,4,Sedan,CNG,Automatic,New,Sporty,White
Kia Seltos,32.14,25.8,5,SUV,Petrol,Automatic,New,Family,Blue
Renault Triber,34.03,14.8,5,Sedan,Electric,Manual,Excellent,Sporty,Blue
Kia Seltos,18.03,18.9,7,Hatchback,Petrol,Manual,Excellent,Luxury,Red
Mahindra Scorpio,42.71,15.5,4,Sedan,Diesel,Manual,New,Luxury,Grey
Maruti Baleno,23.97,14.9,4,Hatchback,Diesel,Automatic,Excellent,Family,Silver
Kia Seltos,14.76,13.2,4,Hatchback,Diesel,Manual,Excellent,Luxury,Silver
Renault Triber,8.49,21.5,5,Hatchback,Electric,Manual,New,Luxury,White
MG Hector,28.06,11.1,7,Hatchback,Electric,Automatic,New,Family,White
Mahindra Scorpio,34.25,27.5,4,Hatchback,Diesel,Automatic,New,Family,Red
Renault Triber,27.4,15.6,4,Hatchback,CNG,Automatic,New,Luxury,White
Tata Nexon,44.57,26.6,5,Sedan,Petrol,Automatic,New,Luxury,Grey
Tata Nexon,7.82,18.3,7,Hatchback,Electric,Manual,Used,Family,White
Hyundai Creta,22.61,24.8,5,MUV,CNG,Manual,Excellent,Sporty,Red
Maruti Baleno,13.35,21.1,4,Hatchback,CNG,Manual,Used,Luxury,Black
Tata Nexon,20.9,17.5,4,MUV,Hybrid,Automatic,New,Luxury,Blue
Mahindra Scorpio,36.32,20.8,7,SUV,Electric,Automatic,New,Family,White
Mahindra Scorpio,11.25,17.6,4,Hatchback,Electric,Manual,New,Family,Black
Maruti Swift,44.39,25.7,4,MUV,Hybrid,Automatic,Excellent,Luxury,Grey
Hyundai Venue,41.37,23.0,7,SUV,Electric,Automatic,Used,Luxury,Black
Tata Nexon,21.56,17.9,5,Hatchback,Electric,Automatic,New,Luxury,White
Honda City,4.16,21.1,5,Sedan,Hybrid,Manual,Used,Family,Black
MG Hector,26.82,13.2,4,SUV,Diesel,Manual,Excellent,Family,Blue
Maruti Baleno,5.8,23.2,4,Sedan,Petrol,Automatic,New,Family,Red
Toyota Fortuner,26.35,24.1,7,Sedan,Diesel,Automatic,Used,Luxury,Red
Toyota Fortuner,32.71,17.1,5,Hatchback,Electric,Manual,New,Luxury,Grey
Maruti Swift,30.69,20.0,4,MUV,Hybrid,Automatic,Excellent,Sporty,Red
Hyundai Venue,21.39,16.6,7,MUV,Electric,Automatic,Used,Sporty,Grey
Toyota Innova,5.49,11.1,7,MUV,CNG,Manual,Excellent,Sporty,Grey
Mahindra Scorpio,24.7,14.5,4,Hatchback,Diesel,Manual,Excellent,Sporty,Grey
Maruti Baleno,39.86,15.8,4,MUV,Diesel,Manual,New,Luxury,Black
Maruti Baleno,29.91,14.4,5,Hatchback,CNG,Automatic,Excellent,Family,Blue
Toyota Fortuner,11.84,20.6,5,MUV,CNG,Automatic,Excellent,Family,Blue
Hyundai Creta,29.58,21.1,4,SUV,CNG,Manual,Excellent,Luxury,Black
Toyota Innova,25.13,21.4,5,Hatchback,CNG,Manual,Excellent,Family,Silver
Mahindra Scorpio,24.89,17.6,5,Sedan,Petrol,Automatic,New,Luxury,White
Tata Nexon,12.75,17.2,5,Hatchback,Petrol,Automatic,Excellent,Family,Red
Kia Seltos,42.68,10.6,4,Hatchback,Petrol,Automatic,Excellent,Luxury,Blue
Renault Triber,26.48,13.3,5,SUV,Electric,Manual,New,Luxury,White
Kia Seltos,17.52,27.3,5,SUV,Petrol,Manual,Used,Family,Grey
Kia Seltos,11.95,12.8,5,Sedan,Hybrid,Automatic,Used,Luxury,White
Maruti Swift,33.86,26.8,4,SUV,Diesel,Automatic,Used,Family,White
Hyundai Venue,33.1,23.7,4,Sedan,Electric,Automatic,Used,Family,Blue
Toyota Fortuner,27.7,20.5,4,SUV,Electric,Manual,Excellent,Family,Silver
Toyota Innova,28.87,12.0,4,MUV,Electric,Automatic,Excellent,Luxury,Black
Hyundai Creta,11.04,19.6,5,Hatchback,Hybrid,Automatic,New,Luxury,Grey
Toyota Fortuner,19.08,12.2,7,MUV,Diesel,Manual,Excellent,Luxury,Red
Honda City,30.13,15.3,7,SUV,Electric,Manual,Excellent,Luxury,Blue
Renault Triber,12.03,10.5,7,Sedan,Electric,Manual,Excellent,Luxury,Black
Maruti Swift,4.71,13.5,7,MUV,CNG,Manual,New,Luxury,Black
MG Hector,31.3,12.5,4,Hatchback,Electric,Automatic,New,Sporty,Blue
Maruti Baleno,16.22,23.7,5,Hatchback,Petrol,Automatic,Excellent,Family,Silver
Tata Nexon,43.35,13.2,7,SUV,CNG,Manual,Used,Luxury,Blue
Tata Nexon,32.15,18.9,4,SUV,Hybrid,Manual,Excellent,Luxury,Red
Hyundai Venue,40.11,15.7,4,SUV,CNG,Automatic,Excellent,Sporty,Red
Hyundai Creta,26.37,21.1,5,Hatchback,Hybrid,Automatic,New,Luxury,Blue
Toyota Fortuner,9.38,17.6,7,MUV,Petrol,Automatic,Used,Luxury,White
Renault Triber,17.56,19.9,5,MUV,CNG,Manual,New,Sporty,White
Hyundai Creta,25.42,16.2,4,Hatchback,Hybrid,Manual,New,Sporty,White
Maruti Swift,36.71,15.5,7,Sedan,Diesel,Manual,New,Sporty,Grey
Toyota Innova,26.33,27.7,4,Hatchback,Petrol,Manual,Excellent,Family,Red
MG Hector,40.4,16.3,4,MUV,CNG,Manual,New,Family,Red
Toyota Fortuner,13.38,18.4,4,Sedan,CNG,Automatic,Excellent,Sporty,Grey
Kia Seltos,21.98,17.8,7,Sedan,Petrol,Automatic,Excellent,Family,Silver
Toyota Innova,14.95,24.0,7,Sedan,CNG,Manual,Excellent,Luxury,Black
MG Hector,6.59,21.4,4,SUV,Hybrid,Manual,New,Luxury,Silver
Hyundai Venue,23.85,12.5,4,Hatchback,Petrol,Automatic,New,Family,Black
Mahindra Scorpio,27.55,14.9,7,SUV,Diesel,Manual,Excellent,Family,Silver
Tata Nexon,28.89,25.3,7,Hatchback,CNG,Manual,Excellent,Family,Black
Hyundai Creta,25.02,11.7,4,SUV,Diesel,Automatic,Used,Sporty,Silver
Renault Triber,25.28,27.7,5,Sedan,Hybrid,Automatic,Used,Luxury,Red
Toyota Innova,18.86,11.3,5,SUV,Electric,Manual,Excellent,Sporty,Red
Maruti Baleno,25.63,20.2,7,MUV,Diesel,Manual,Used,Luxury,Silver
Mahindra Scorpio,19.87,11.6,5,Hatchback,Electric,Manual,New,Sporty,Grey
MG Hector,5.78,21.0,4,Hatchback,Diesel,Manual,Excellent,Luxury,Blue
Honda City,4.72,14.3,5,Hatchback,Diesel,Manual,New,Luxury,Red
Toyota Fortuner,8.11,16.4,7,Hatchback,Diesel,Automatic,Excellent,Family,Silver
Maruti Baleno,33.66,21.6,7,MUV,CNG,Manual,New,Sporty,Blue
Maruti Swift,6.36,20.5,4,MUV,Petrol,Automatic,Excellent,Sporty,Blue
Maruti Swift,40.6,25.6,7,SUV,Diesel,Automatic,New,Luxury,Grey
Hyundai Creta,12.11,26.3,4,Sedan,CNG,Automatic,Used,Luxury,Silver
Renault Triber,34.48,25.3,5,Hatchback,Diesel,Manual,New,Luxury,Black
Maruti Swift,36.02,16.6,4,MUV,Electric,Automatic,Used,Luxury,Blue
Hyundai Creta,37.42,23.8,5,Sedan,Petrol,Manual,Used,Luxury,Black
Mahindra Scorpio,30.34,10.2,7,SUV,Electric,Automatic,New,Luxury,White
Honda City,21.13,25.2,7,Hatchback,Electric,Manual,New,Sporty,White
Honda City,34.84,17.2,4,Hatchback,Petrol,Manual,New,Sporty,Black
Hyundai Venue,21.08,27.0,5,SUV,Diesel,Manual,Used,Luxury,White
Mahindra Scorpio,42.42,15.3,5,SUV,CNG,Manual,Excellent,Sporty,Black
Hyundai Venue,41.73,15.5,7,SUV,Electric,Automatic,Used,Luxury,Red
Toyota Innova,23.1,24.2,7,Hatchback,Petrol,Manual,Excellent,Luxury,Blue
Renault Triber,16.08,27.2,4,SUV,Diesel,Manual,Used,Sporty,Grey
MG Hector,34.71,16.2,5,Hatchback,Electric,Automatic,Used,Sporty,Blue
Honda City,24.86,13.8,5,MUV,CNG,Manual,New,Sporty,Grey
Mahindra Scorpio,40.16,11.3,7,MUV,Diesel,Automatic,Used,Luxury,Red
Toyota Innova,14.34,15.7,4,SUV,Hybrid,Manual,Excellent,Luxury,Red
Maruti Swift,21.28,20.2,7,SUV,Diesel,Automatic,New,Sporty,Silver
MG Hector,25.91,18.8,4,Sedan,Hybrid,Automatic,Excellent,Sporty,White
Honda City,7.73,15.0,7,SUV,Diesel,Manual,New,Sporty,Blue
Tata Nexon,13.65,26.1,7,Sedan,Petrol,Manual,New,Family,White
Kia Seltos,38.04,26.4,7,Hatchback,Diesel,Automatic,New,Sporty,Silver
MG Hector,15.29,25.8,4,Hatchback,Petrol,Automatic,Excellent,Luxury,Grey
MG Hector,22.3,17.5,5,Sedan,Hybrid,Manual,Excellent,Luxury,White
MG Hector,9.73,11.6,5,Sedan,Hybrid,Manual,Excellent,Family,Red
MG Hector,41.6,18.5,7,Sedan,Electric,Manual,New,Luxury,Blue
Kia Seltos,24.39,20.2,5,SUV,CNG,Manual,New,Family,Silver
MG Hector,23.96,14.0,4,MUV,Diesel,Automatic,Used,Sporty,Red
Hyundai Venue,15.0,16.5,4,SUV,Diesel,Manual,Excellent,Luxury,Red
MG Hector,18.02,12.0,7,Hatchback,Electric,Manual,New,Luxury,Grey
Honda City,20.98,23.3,7,Hatchback,Electric,Manual,New,Sporty,Blue
Hyundai Venue,24.28,20.0,7,Hatchback,Petrol,Manual,New,Sporty,Blue
Tata Nexon,31.1,25.3,4,Sedan,Electric,Automatic,Excellent,Luxury,Grey
Kia Seltos,34.0,13.2,5,SUV,Hybrid,Automatic,Excellent,Sporty,Silver
Hyundai Creta,43.62,19.6,5,SUV,Electric,Manual,Used,Luxury,Blue
Hyundai Creta,22.38,15.2,7,SUV,Petrol,Manual,New,Sporty,White
MG Hector,19.96,22.9,5,Sedan,CNG,Automatic,New,Family,Red
Hyundai Venue,30.2,20.9,5,Hatchback,Electric,Manual,Excellent,Luxury,Silver
Tata Nexon,20.33,17.1,4,MUV,CNG,Manual,Excellent,Family,White
MG Hector,32.82,17.4,7,SUV,Hybrid,Manual,Used,Luxury,White
Mahindra Scorpio,18.68,23.2,7,Hatchback,Hybrid,Manual,New,Family,Grey
Renault Triber,25.65,24.3,7,Hatchback,Petrol,Automatic,New,Family,Silver
Toyota Innova,23.92,15.4,7,SUV,Electric,Automatic,Excellent,Sporty,Silver
MG Hector,5.18,18.9,7,Sedan,Diesel,Manual,New,Luxury,Black
Kia Seltos,36.18,22.6,4,Hatchback,CNG,Automatic,New,Sporty,Silver
Hyundai Venue,22.96,16.6,5,Sedan,Hybrid,Manual,Excellent,Luxury,White
Tata Nexon,18.5,14.1,4,Hatchback,Petrol,Manual,Used,Sporty,Black
Honda City,4.94,23.0,4,Sedan,Electric,Automatic,Used,Sporty,Silver
MG Hector,4.66,14.9,4,Hatchback,Electric,Manual,New,Sporty,Grey
Toyota Innova,15.18,15.0,7,MUV,Petrol,Automatic,Excellent,Family,White
Honda City,25.42,24.6,7,Hatchback,Petrol,Manual,Excellent,Family,Silver
Kia Seltos,43.52,14.1,5,SUV,Hybrid,Automatic,New,Sporty,Black
Maruti Baleno,11.79,14.2,7,MUV,Electric,Automatic,Excellent,Luxury,Blue
Maruti Baleno,24.62,13.6,5,Hatchback,Hybrid,Manual,Used,Family,Black
Honda City,5.3,23.2,7,Hatchback,Electric,Manual,Used,Family,Black
Mahindra Scorpio,24.28,18.5,4,Sedan,Diesel,Manual,New,Sporty,Silver
Renault Triber,41.18,19.3,7,Sedan,Electric,Manual,Excellent,Sporty,Red
Renault Triber,6.79,14.3,4,MUV,Electric,Automatic,Used,Family,Silver
Toyota Innova,35.1,16.7,5,SUV,CNG,Manual,Excellent,Luxury,Red
Kia Seltos,6.17,10.4,4,SUV,Diesel,Automatic,Excellent,Family,Grey
Maruti Baleno,12.48,12.5,5,Hatchback,Hybrid,Manual,New,Family,Grey
Hyundai Venue,37.93,25.9,4,Hatchback,Petrol,Automatic,Used,Sporty,Blue
Honda City,29.56,16.9,5,Sedan,Petrol,Manual,Excellent,Luxury,Grey
Kia Seltos,23.4,23.3,5,Sedan,Electric,Automatic,New,Family,Black
Toyota Innova,31.6,11.4,7,Sedan,Petrol,Automatic,Excellent,Family,White
Toyota Innova,40.16,12.8,5,Hatchback,CNG,Automatic,Excellent,Family,White
Toyota Innova,30.2,17.3,5,Hatchback,Electric,Automatic,Excellent,Luxury,Red
Maruti Baleno,37.27,26.2,4,Sedan,Diesel,Manual,New,Family,Silver
Kia Seltos,18.09,10.5,4,Sedan,Diesel,Manual,New,Sporty,Silver
Hyundai Venue,29.2,15.2,5,Sedan,Petrol,Manual,New,Family,White
Toyota Fortuner,22.19,18.5,4,SUV,Electric,Manual,New,Luxury,Blue
Maruti Baleno,5.0,18.4,5,SUV,Petrol,Automatic,Used,Luxury,Red
Hyundai Creta,14.14,23.1,4,Hatchback,Diesel,Automatic,Used,Sporty,Red
Tata Nexon,9.33,11.2,5,Hatchback,Hybrid,Automatic,Excellent,Family,Blue
Maruti Swift,38.24,11.2,5,SUV,CNG,Automatic,Used,Luxury,Silver
Kia Seltos,33.86,14.6,4,Hatchback,CNG,Manual,Excellent,Luxury,Blue
Tata Nexon,36.91,16.7,5,SUV,Electric,Automatic,Excellent,Sporty,Blue
Honda City,20.62,23.4,5,Sedan,Hybrid,Automatic,Used,Sporty,White
Tata Nexon,41.72,13.5,7,MUV,CNG,Manual,New,Luxury,Silver
Mahindra Scorpio,10.41,15.8,7,Sedan,CNG,Automatic,Excellent,Luxury,Grey
Honda City,31.62,17.3,5,MUV,Electric,Manual,Excellent,Sporty,Black
Toyota Fortuner,8.73,25.6,7,MUV,Hybrid,Manual,Excellent,Sporty,Black
Honda City,11.81,10.9,5,Sedan,Electric,Automatic,New,Sporty,Red
Toyota Fortuner,35.78,11.9,4,MUV,Petrol,Automatic,Excellent,Luxury,Black
Toyota Innova,33.36,20.3,4,SUV,Diesel,Manual,Excellent,Sporty,Black
Maruti Baleno,19.76,13.6,5,SUV,Petrol,Automatic,Excellent,Family,Black
Tata Nexon,36.57,16.6,4,SUV,CNG,Automatic,New,Sporty,Grey
Hyundai Venue,25.87,10.6,5,SUV,CNG,Manual,Excellent,Sporty,Black
Tata Nexon,39.14,27.6,7,Hatchback,Hybrid,Automatic,New,Family,Red
Toyota Innova,13.73,27.5,5,SUV,Petrol,Manual,Excellent,Sporty,Red
Renault Triber,16.34,11.4,5,Hatchback,Diesel,Manual,Used,Sporty,White
Mahindra Scorpio,30.89,26.3,7,SUV,Electric,Manual,Excellent,Sporty,Red
Renault Triber,17.15,23.4,5,MUV,Diesel,Automatic,Used,Family,White
Hyundai Creta,4.66,15.1,4,MUV,Diesel,Manual,Excellent,Sporty,White
Maruti Baleno,10.9,13.4,7,MUV,Electric,Automatic,Used,Family,Red
MG Hector,37.68,10.8,7,Sedan,CNG,Automatic,Used,Luxury,Grey
Hyundai Venue,41.3,17.2,7,Hatchback,Petrol,Automatic,Excellent,Luxury,Blue
Toyota Innova,26.63,21.6,4,SUV,Diesel,Automatic,Excellent,Luxury,Grey
Kia Seltos,27.66,16.0,7,SUV,Hybrid,Manual,Used,Luxury,Red
Hyundai Venue,27.25,26.5,4,Hatchback,Diesel,Automatic,New,Family,Silver
Maruti Swift,44.36,24.8,7,Hatchback,Hybrid,Automatic,Excellent,Family,Red
Maruti Baleno,9.05,13.4,4,SUV,Hybrid,Automatic,Used,Sporty,Black
Mahindra Scorpio,27.2,20.2,5,SUV,Diesel,Manual,Used,Family,White
Hyundai Creta,11.46,24.9,5,Sedan,Petrol,Manual,Excellent,Family,Black
Toyota Innova,19.42,24.2,5,Hatchback,CNG,Manual,Excellent,Luxury,Blue
Kia Seltos,4.87,23.0,7,Sedan,Electric,Automatic,Excellent,Family,White
Toyota Innova,9.67,21.3,5,Hatchback,Diesel,Manual,Excellent,Family,Black
Toyota Innova,14.18,25.3,4,Hatchback,Electric,Automatic,Excellent,Family,Silver
Tata Nexon,39.63,12.5,7,Hatchback,Petrol,Automatic,Excellent,Sporty,Blue
Tata Nexon,11.98,26.0,7,MUV,Diesel,Manual,Excellent,Luxury,White
Mahindra Scorpio,11.59,15.7,7,Sedan,Hybrid,Manual,New,Sporty,Black
Maruti Baleno,40.27,12.3,5,Hatchback,Diesel,Manual,New,Luxury,Black
Hyundai Creta,23.35,18.3,7,SUV,CNG,Manual,Excellent,Sporty,Red
Renault Triber,19.75,15.7,5,Hatchback,Electric,Manual,Used,Sporty,Black
Hyundai Venue,32.34,18.6,7,Sedan,Electric,Manual,Excellent,Sporty,Grey
Toyota Fortuner,6.6,24.9,4,MUV,Electric,Manual,Used,Sporty,Black
Hyundai Venue,8.73,26.9,4,Hatchback,Petrol,Automatic,Used,Sporty,White
Honda City,12.46,23.9,5,SUV,Diesel,Manual,New,Luxury,Grey
Maruti Baleno,28.31,25.6,7,MUV,CNG,Manual,Used,Luxury,Blue
Kia Seltos,29.63,18.7,5,Hatchback,Electric,Automatic,Used,Luxury,Blue
Mahindra Scorpio,6.56,21.3,7,Hatchback,CNG,Automatic,New,Luxury,Grey
Maruti Swift,43.51,24.5,4,Hatchback,CNG,Automatic,Excellent,Sporty,Red
Toyota Innova,38.8,25.1,7,Hatchback,CNG,Automatic,Excellent,Luxury,Black
Mahindra Scorpio,12.9,17.5,4,Hatchback,Hybrid,Manual,New,Luxury,Black
MG Hector,22.67,22.0,4,SUV,Petrol,Automatic,Excellent,Sporty,Blue
Maruti Baleno,17.47,15.7,7,Hatchback,Electric,Manual,Used,Sporty,Black
Mahindra Scorpio,44.45,12.1,5,MUV,Diesel,Automatic,Excellent,Sporty,Red
Hyundai Venue,30.38,12.2,5,MUV,CNG,Manual,Used,Sporty,Blue
Mahindra Scorpio,36.73,25.2,5,SUV,CNG,Manual,Excellent,Sporty,Black
Maruti Swift,31.41,24.0,7,SUV,Electric,Automatic,New,Luxury,White
Toyota Fortuner,26.18,19.5,4,SUV,Electric,Automatic,Excellent,Luxury,Grey
Maruti Baleno,37.03,24.3,7,MUV,CNG,Manual,Excellent,Sporty,Red
Toyota Innova,32.3,20.7,5,SUV,CNG,Automatic,Excellent,Sporty,Black
Honda City,10.17,23.0,4,Hatchback,Diesel,Manual,Excellent,Sporty,White
Hyundai Creta,8.96,18.0,7,SUV,Hybrid,Manual,Used,Sporty,Silver
MG Hector,13.96,16.8,5,MUV,CNG,Automatic,Used,Sporty,Black
Kia Seltos,12.0,20.0,5,SUV,Petrol,Automatic,Excellent,Sporty,Blue
Honda City,27.92,25.4,7,MUV,Electric,Automatic,New,Sporty,White
Toyota Innova,31.28,10.2,7,Hatchback,Diesel,Automatic,Excellent,Sporty,Silver
Toyota Fortuner,15.1,13.6,7,Sedan,Electric,Manual,Used,Luxury,Black
Toyota Fortuner,38.06,24.2,5,Hatchback,Hybrid,Manual,Excellent,Sporty,Blue
Renault Triber,12.33,16.7,7,SUV,CNG,Automatic,New,Family,Blue
Tata Nexon,11.99,11.9,7,Sedan,Diesel,Manual,Excellent,Sporty,White
Honda City,41.8,24.6,4,Sedan,CNG,Automatic,New,Luxury,Grey
MG Hector,23.95,15.8,4,SUV,Hybrid,Automatic,Used,Sporty,White
Hyundai Venue,36.21,23.0,4,SUV,Hybrid,Automatic,Excellent,Family,White
Toyota Fortuner,14.95,23.5,7,Hatchback,Petrol,Automatic,Used,Luxury,Grey
Toyota Innova,9.61,26.7,7,MUV,Electric,Automatic,Excellent,Luxury,Red
Honda City,39.5,20.4,7,Hatchback,Hybrid,Manual,Excellent,Luxury,White
MG Hector,4.53,15.0,5,Hatchback,Diesel,Manual,Excellent,Family,Grey
Tata Nexon,5.48,20.8,4,Hatchback,Petrol,Manual,Used,Family,White
Maruti Baleno,31.71,28.0,4,SUV,Hybrid,Manual,Excellent,Family,Black
Hyundai Venue,40.26,11.4,7,Sedan,Electric,Manual,New,Sporty,Black
Mahindra Scorpio,23.35,10.8,7,Sedan,CNG,Automatic,Used,Family,White
Toyota Innova,12.49,19.1,4,Hatchback,Hybrid,Manual,Excellent,Luxury,Silver
Hyundai Creta,26.06,22.1,5,Sedan,Hybrid,Automatic,Excellent,Sporty,Silver
Renault Triber,5.2,19.0,5,Sedan,Diesel,Automatic,Excellent,Luxury,Grey
Toyota Innova,34.72,19.0,5,Sedan,Electric,Manual,Excellent,Luxury,Silver
Maruti Swift,37.71,23.7,4,Sedan,Hybrid,Manual,New,Luxury,Black
Toyota Innova,34.87,21.5,7,Hatchback,Hybrid,Manual,Excellent,Luxury,Silver
Mahindra Scorpio,16.42,26.1,5,SUV,Hybrid,Automatic,Used,Family,Black
Maruti Baleno,43.65,25.2,5,Hatchback,CNG,Automatic,Excellent,Sporty,White
Toyota Innova,6.88,13.4,5,MUV,CNG,Automatic,Excellent,Sporty,Black
Hyundai Venue,31.47,19.4,7,SUV,CNG,Manual,Excellent,Sporty,Grey
Mahindra Scorpio,17.21,18.9,5,Sedan,Petrol,Automatic,New,Family,Silver
Maruti Swift,31.66,16.2,4,Sedan,Electric,Manual,Excellent,Luxury,Red
Maruti Swift,37.24,21.2,7,SUV,Electric,Automatic,New,Sporty,Red
Hyundai Creta,33.22,19.9,7,Sedan,Petrol,Automatic,New,Sporty,Silver
Maruti Baleno,42.57,22.2,5,Hatchback,Diesel,Automatic,Excellent,Family,White
Hyundai Venue,40.01,16.2,4,MUV,Diesel,Manual,Excellent,Luxury,Red
Kia Seltos,33.22,26.9,7,Sedan,Electric,Automatic,New,Family,Blue
Honda City,19.45,13.6,7,MUV,Electric,Manual,New,Family,Red
Tata Nexon,39.23,11.9,7,SUV,Diesel,Manual,New,Luxury,Black
Mahindra Scorpio,10.77,21.3,7,MUV,CNG,Automatic,New,Sporty,Black
MG Hector,41.67,11.8,5,Hatchback,CNG,Manual,Used,Family,Blue
Honda City,25.93,24.0,4,Hatchback,Petrol,Automatic,Excellent,Sporty,Red
Mahindra Scorpio,36.7,16.5,7,Hatchback,Petrol,Manual,Used,Family,Red
Maruti Baleno,24.83,25.5,7,Hatchback,Hybrid,Automatic,New,Sporty,Black
MG Hector,41.37,14.1,4,Hatchback,Hybrid,Automatic,Excellent,Sporty,Black
MG Hector,11.23,15.1,7,Hatchback,Petrol,Automatic,Excellent,Family,Grey
Renault Triber,23.56,11.5,4,SUV,Petrol,Manual,Used,Luxury,Blue
Tata Nexon,18.52,26.4,4,Sedan,Diesel,Manual,New,Family,Red
Hyundai Creta,26.03,20.1,7,SUV,Petrol,Automatic,Excellent,Sporty,Blue
MG Hector,22.12,10.1,4,Sedan,CNG,Automatic,Used,Sporty,Grey
Honda City,39.99,11.7,5,MUV,Diesel,Automatic,Excellent,Luxury,Grey
Hyundai Venue,36.69,18.9,5,SUV,Hybrid,Automatic,Excellent,Luxury,Blue
Toyota Innova,9.18,19.2,5,MUV,CNG,Manual,Excellent,Family,Black
Maruti Swift,24.17,15.8,5,Hatchback,Electric,Manual,Used,Luxury,Black
Hyundai Venue,33.0,16.2,7,MUV,Electric,Automatic,Used,Sporty,Red
Mahindra Scorpio,23.68,15.5,4,Sedan,Hybrid,Automatic,Used,Family,Black
Hyundai Venue,30.62,22.1,7,Hatchback,Hybrid,Manual,New,Luxury,Grey
Toyota Fortuner,28.91,22.4,7,Hatchback,CNG,Automatic,Excellent,Family,Grey
Maruti Baleno,37.3,19.2,4,SUV,Diesel,Automatic,Used,Sporty,Grey
Maruti Baleno,36.43,11.8,4,MUV,Diesel,Manual,New,Luxury,Grey
